seq_id	go_terms
PRED|XP_003226908.3	GO:0005886|GO:0007399|GO:1990138
PRED|XP_003228249.1	GO:0005746
PRED|XP_003229275.1	GO:0005794|GO:0045879|GO:0060170
PRED|XP_003229543.1	GO:0003735|GO:0005840|GO:0006412|GO:0022625
PRED|XP_003249755.1	GO:0003735|GO:0005761|GO:0032543
PRED|XP_003435814.1	GO:0001664|GO:0005615|GO:0007589|GO:0008613
PRED|XP_003517666.1	GO:0006487|GO:0008250|GO:0016020
PRED|XP_003518007.1	GO:0005576|GO:0009664
PRED|XP_003518824.1	GO:0005886
PRED|XP_003519289.1	GO:0005576|GO:0009664
PRED|XP_003519349.1	GO:0005576|GO:0009664
PRED|XP_003523015.1	GO:0005576|GO:0009664
PRED|XP_003523425.1	GO:0042543
PRED|XP_003524824.1	GO:0003735|GO:0006412|GO:0032543
PRED|XP_003526024.1	GO:0005634|GO:0005758|GO:0005829|GO:0045332|GO:1990050
PRED|XP_003527088.1	GO:0005576|GO:0009664
PRED|XP_003529476.1	GO:0005576|GO:0009664
PRED|XP_003529510.2	GO:0004857|GO:0043086
PRED|XP_003529566.1	GO:0009506|GO:0019722
PRED|XP_003531114.1	GO:0003735|GO:0006412|GO:0032543
PRED|XP_003532155.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_003534626.2	GO:0005747
PRED|XP_003536069.1	GO:0009506|GO:0019722
PRED|XP_003536571.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_003536811.1	GO:0003723|GO:0003735|GO:0022625
PRED|XP_003538409.1	GO:0005576|GO:0009664
PRED|XP_003539251.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_003539363.1	GO:0009506|GO:0019722
PRED|XP_003540566.1	GO:0005743|GO:0045271
PRED|XP_003542740.1	GO:0009506|GO:0019722
PRED|XP_003543032.1	GO:0005739
PRED|XP_003543517.1	GO:0005576|GO:0009664
PRED|XP_003544219.1	GO:0005576|GO:0009664
PRED|XP_003544734.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_003544930.1	GO:0005576|GO:0009664
PRED|XP_003546194.1	GO:0005783|GO:0030968
PRED|XP_003547326.1	GO:0005576|GO:0009664
PRED|XP_003550267.1	GO:0009506|GO:0019722
PRED|XP_003550598.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_003551554.1	GO:0016788
PRED|XP_003551726.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_003552064.1	GO:0005576|GO:0009664
PRED|XP_003552153.1	GO:0005746|GO:0033617
PRED|XP_003552173.1	GO:0005576|GO:0009664
PRED|XP_003552277.1	GO:0005743|GO:0006850
PRED|XP_003552331.1	GO:0005747
PRED|XP_003552642.1	GO:0003723|GO:0003735|GO:0022625
PRED|XP_003552923.2	GO:0005576|GO:0009664
PRED|XP_003554624.1	GO:0006355|GO:0008270|GO:0043565
PRED|XP_003556709.1	GO:0004857|GO:0043086
PRED|XP_003556739.1	GO:0004857|GO:0043086
PRED|XP_003556745.1	GO:0004857|GO:0043086
PRED|XP_003556749.1	GO:0004857|GO:0043086
PRED|XP_003557115.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_003557460.1	GO:0003713|GO:0005634|GO:0006355
PRED|XP_003559814.1	GO:0009506|GO:0019722
PRED|XP_003560817.1	GO:0005886|GO:0009055
PRED|XP_003561647.1	GO:0009506|GO:0019722
PRED|XP_003562309.1	GO:0005886|GO:0009055
PRED|XP_003563269.1	GO:0005743|GO:0045271
PRED|XP_003563572.1	GO:0005576|GO:0009664
PRED|XP_003563876.1	GO:0003735|GO:0005840|GO:0006412
PRED|XP_003565174.1	GO:0046872
PRED|XP_003566356.1	GO:0005576|GO:0009664
PRED|XP_003566439.1	GO:0009506|GO:0019722
PRED|XP_003566535.1	GO:0009506|GO:0019722
PRED|XP_003567435.1	GO:0009506|GO:0019722
PRED|XP_003567676.1	GO:0009506|GO:0019722
PRED|XP_003569083.1	GO:0046872
PRED|XP_003569917.1	GO:0005375|GO:0005886|GO:0016020|GO:0035434
PRED|XP_003573015.1	GO:0005886|GO:0009055
PRED|XP_003574812.1	GO:0006979
PRED|XP_003575694.1	GO:0009506|GO:0019722
PRED|XP_003609670.2	GO:0009506|GO:0019722
PRED|XP_003611544.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_003611725.1	GO:0009506|GO:0019722
PRED|XP_003614777.1	GO:0005789|GO:0005794|GO:0006816|GO:0032469
PRED|XP_003616412.1	GO:0005576|GO:0009664
PRED|XP_003618846.1	GO:0005886|GO:0009055
PRED|XP_003621257.1	GO:0005576|GO:0009664
PRED|XP_003622774.1	GO:2000123
PRED|XP_003623667.1	GO:0098542
PRED|XP_003624653.1	GO:0008270
PRED|XP_003626174.1	GO:0006355|GO:0008270|GO:0043565
PRED|XP_003629616.1	GO:0009506|GO:0019722
PRED|XP_003629993.1	GO:0005886|GO:0009055
PRED|XP_003632038.1	GO:0009506|GO:0019722
PRED|XP_003633182.1	GO:0002940|GO:0003723|GO:0004809|GO:0005634|GO:0008033|GO:0016423
PRED|XP_003634104.1	GO:0005874|GO:0007017
PRED|XP_003726400.1	GO:0001682|GO:0005655|GO:0008033|GO:0030677
PRED|XP_003961530.1	GO:0005739|GO:0032981
PRED|XP_003961771.1	GO:0005737|GO:0005868|GO:0007018|GO:0045505
PRED|XP_003961788.1	GO:0005739|GO:0033617
PRED|XP_003963788.1	GO:0000930|GO:0000931|GO:0005813|GO:0005819|GO:0031021|GO:0033566|GO:0051415|GO:0090307
PRED|XP_003963866.1	GO:0003735|GO:0005761|GO:0032543
PRED|XP_003963999.1	GO:0000003|GO:0005179|GO:0005183|GO:0005576|GO:0005615|GO:0007275|GO:0031530
PRED|XP_003964214.1	GO:0016020|GO:0031966|GO:0070453
PRED|XP_003964293.1	GO:0005886|GO:0016020
PRED|XP_003964664.1	GO:0005794|GO:0045879|GO:0060170
PRED|XP_003966057.1	GO:0007220|GO:0070765
PRED|XP_003966452.2	GO:0005886|GO:0034109|GO:0072683|GO:2000391
PRED|XP_003968367.1	GO:0005179|GO:0005576|GO:0005615|GO:0030334
PRED|XP_003970602.1	GO:0005747
PRED|XP_003972494.1	GO:0004623|GO:0005509|GO:0005576|GO:0016042
PRED|XP_003972521.2	GO:0007267|GO:0019838
PRED|XP_003973604.1	GO:0000003|GO:0005179|GO:0005183|GO:0005576|GO:0005615|GO:0007275|GO:0031530
PRED|XP_003974615.1	GO:0000139|GO:0005789|GO:0006888|GO:0030134
PRED|XP_003975991.1	GO:0005783|GO:0030968
PRED|XP_003977077.2	GO:0005739|GO:0005747|GO:0045271
PRED|XP_003977602.1	GO:0005789
PRED|XP_003977920.1	GO:0016020
PRED|XP_004135294.1	GO:0005886
PRED|XP_004140176.1	GO:0005634|GO:0007275|GO:0010158|GO:0045165
PRED|XP_004140863.1	GO:0005789|GO:0005794|GO:0006816|GO:0032469
PRED|XP_004142669.1	GO:0005747
PRED|XP_004142978.1	GO:0006122|GO:0045275|GO:0098803
PRED|XP_004145533.1	GO:0005743|GO:0045271
PRED|XP_004145994.3	GO:0003735|GO:0005840|GO:0006412
PRED|XP_004147499.1	GO:0003723|GO:0004521|GO:0005576|GO:0006401|GO:0033897
PRED|XP_004147603.1	GO:0005886|GO:0009055
PRED|XP_004147646.3	GO:0009506|GO:0019722
PRED|XP_004148071.1	GO:0009506|GO:0019722
PRED|XP_004148430.2	GO:0010052|GO:0010374
PRED|XP_004148669.1	GO:0009506|GO:0019722
PRED|XP_004149432.1	GO:0042543
PRED|XP_004149963.1	GO:0005886|GO:0009055
PRED|XP_004149964.1	GO:0005886|GO:0009055
PRED|XP_004150814.1	GO:0009506|GO:0019722
PRED|XP_004151389.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_004152134.1	GO:0005783|GO:0030968
PRED|XP_004225767.1	GO:0005615|GO:0048018
PRED|XP_004226430.1	GO:0005634|GO:0005737|GO:0006606
PRED|XP_004227073.1	GO:0005615
PRED|XP_004915907.1	GO:0005753
PRED|XP_004918264.1	GO:0005615|GO:0030277
PRED|XP_004920591.1	GO:0006629|GO:0006869|GO:0008047|GO:0010518|GO:0016004|GO:0042627|GO:0043274|GO:0051006|GO:0060697
PRED|XP_004922397.1	GO:0004521|GO:0090304
PRED|XP_004924961.2	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_004924965.1	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_004925021.1	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_004926112.1	GO:0016020
PRED|XP_004927420.1	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_004927421.1	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_004927431.1	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_004927970.1	GO:0001054|GO:0001056|GO:0003899|GO:0005666|GO:0005736|GO:0006351|GO:0006362|GO:0006383|GO:0046983
PRED|XP_004929740.2	GO:0006811|GO:0006884|GO:0008511|GO:0015377|GO:0015379|GO:0016020|GO:0022857|GO:0035725|GO:0055064|GO:0055075|GO:0055078|GO:1902476|GO:1990573
PRED|XP_004932397.1	GO:0009986|GO:0016020|GO:0016477
PRED|XP_004932705.1	GO:0005549
PRED|XP_004933249.1	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_004933250.1	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_004933824.2	GO:0005213|GO:0007275|GO:0007304|GO:0042600
PRED|XP_005089596.1	GO:0005789|GO:0044183|GO:0045048
PRED|XP_005093369.1	GO:0001099|GO:0003723|GO:0005730|GO:0097484
PRED|XP_005096638.1	GO:0004623|GO:0005509|GO:0005576|GO:0016042
PRED|XP_005101971.1	GO:0005794|GO:0045879|GO:0060170
PRED|XP_005103046.1	GO:0002182|GO:0003735|GO:0005840|GO:0006414|GO:0022625
PRED|XP_005106398.1	GO:0005886|GO:0017147|GO:0035567|GO:0042813|GO:0060070
PRED|XP_005109141.1	GO:0005634|GO:0006355
PRED|XP_005109142.1	GO:0005634|GO:0006355
PRED|XP_005109143.1	GO:0005634|GO:0006355
PRED|XP_005109144.1	GO:0005634|GO:0006355
PRED|XP_005109145.1	GO:0005634|GO:0006355
PRED|XP_005109146.1	GO:0005634|GO:0006355
PRED|XP_005109483.1	GO:0016020|GO:0016192
PRED|XP_005112192.1	GO:0015918|GO:0032934
PRED|XP_005113046.2	GO:0005615|GO:0030199|GO:0031012
PRED|XP_005157052.1	GO:0001836|GO:0016020|GO:0031966|GO:0097193
PRED|XP_005161336.1	GO:0005198|GO:0005923|GO:0016020
PRED|XP_005168593.1	GO:0001664|GO:0005615|GO:0007186|GO:0048018
PRED|XP_005168594.1	GO:0001664|GO:0005615|GO:0007186|GO:0048018
PRED|XP_005172170.1	GO:0005184|GO:0005576|GO:0005615|GO:0009755|GO:0031779|GO:0032438
PRED|XP_005535420.1	GO:0005750|GO:0006122|GO:0045275
PRED|XP_005537195.1	GO:0003735|GO:0005840|GO:0006412
PRED|XP_005537481.1	GO:0003735|GO:0005840|GO:0006412
PRED|XP_005538784.1	GO:0006605|GO:0006886|GO:0008320|GO:0015031|GO:0016020
PRED|XP_005539021.1	GO:0016020
PRED|XP_005539345.1	GO:0005868|GO:0007017|GO:0030286|GO:0035721|GO:0044458|GO:0045505
PRED|XP_005539505.1	GO:0005747
PRED|XP_005986921.1	GO:0031012
PRED|XP_005987237.1	GO:0016020
PRED|XP_005990961.1	GO:0008250|GO:0018279
PRED|XP_005990962.1	GO:0008250|GO:0018279
PRED|XP_005992251.1	GO:0005654
PRED|XP_005992512.1	GO:0005179|GO:0005576|GO:0005615|GO:0030334
PRED|XP_005992872.1	GO:0005886|GO:0007399|GO:1990138
PRED|XP_005993632.1	GO:0005743|GO:0015986|GO:0042776|GO:0045259|GO:0046933
PRED|XP_005996657.1	GO:0005179|GO:0005576|GO:0006182|GO:0007168
PRED|XP_005996677.1	GO:0005739|GO:0005747|GO:0045271
PRED|XP_005997638.1	GO:0043065|GO:1901981
PRED|XP_005998860.1	GO:0034464|GO:0060271|GO:0097500
PRED|XP_006003921.1	GO:0003735|GO:0005840|GO:0006412|GO:0022625
PRED|XP_006006072.1	GO:0000003|GO:0005179|GO:0005183|GO:0005576|GO:0005615|GO:0007275|GO:0031530
PRED|XP_006007391.2	GO:0001503|GO:0005576|GO:0007155|GO:0030198|GO:0030282
PRED|XP_006008890.1	GO:0005789
PRED|XP_006008891.1	GO:0005789
PRED|XP_006008892.1	GO:0005789
PRED|XP_006009143.1	GO:0001935
PRED|XP_006009951.1	GO:0005742
PRED|XP_006011682.1	GO:0000930|GO:0000931|GO:0005813|GO:0005819|GO:0031021|GO:0033566|GO:0051415|GO:0090307
PRED|XP_006012040.1	GO:0004623|GO:0005509|GO:0005576|GO:0016042
PRED|XP_006012672.1	GO:0002020|GO:0005615|GO:0008191|GO:0009725|GO:0010033|GO:0010951|GO:0031012|GO:0034097|GO:0051045
PRED|XP_006013246.1	GO:0005787|GO:0006465|GO:0016020|GO:0045047
PRED|XP_006228473.1	GO:0000028|GO:0003723|GO:0003735|GO:0005840|GO:0006412|GO:0022627
PRED|XP_006245540.1	GO:0005179|GO:0005184|GO:0007186|GO:0007631|GO:0031861|GO:0043434
PRED|XP_006256140.1	GO:0000902|GO:0006955|GO:0016020|GO:0016358
PRED|XP_006256142.1	GO:0000902|GO:0006955|GO:0016020|GO:0016358
PRED|XP_006338644.1	GO:0005886
PRED|XP_006339118.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006340286.1	GO:0003723|GO:0003735|GO:0022625
PRED|XP_006340427.1	GO:0033612
PRED|XP_006341021.1	GO:0005576|GO:0009664
PRED|XP_006341163.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006341439.1	GO:0005739|GO:0033617
PRED|XP_006342110.1	GO:0005743|GO:0045271
PRED|XP_006342470.1	GO:0006364|GO:0008168
PRED|XP_006343074.1	GO:0005868|GO:0007017|GO:0030286|GO:0045505
PRED|XP_006343665.1	GO:0005739
PRED|XP_006343815.1	GO:0005743|GO:0006850
PRED|XP_006344831.1	GO:0008285
PRED|XP_006345118.1	GO:0005739|GO:0005742
PRED|XP_006346675.1	GO:0005576|GO:0009664
PRED|XP_006347224.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006347977.1	GO:0005886|GO:0009055
PRED|XP_006348397.1	GO:0006970|GO:0006995
PRED|XP_006349082.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006349399.1	GO:0005886|GO:0009055
PRED|XP_006349400.1	GO:0005886|GO:0009055
PRED|XP_006349401.1	GO:0005886|GO:0009055
PRED|XP_006349402.1	GO:0005886|GO:0009055
PRED|XP_006349505.1	GO:0005576|GO:0009664
PRED|XP_006349844.1	GO:0004857|GO:0043086
PRED|XP_006349845.1	GO:0004857|GO:0043086
PRED|XP_006349885.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_006350652.1	GO:0010052|GO:0010374
PRED|XP_006350759.1	GO:0003735|GO:0006412|GO:0032543
PRED|XP_006351881.1	GO:0005789|GO:0005794|GO:0006816|GO:0032469
PRED|XP_006352237.1	GO:0005743|GO:0006850
PRED|XP_006356072.1	GO:0005787|GO:0006465|GO:0016020|GO:0045047
PRED|XP_006356972.1	GO:0009506|GO:0019722
PRED|XP_006357025.1	GO:0009507|GO:0009658|GO:0010027
PRED|XP_006357877.1	GO:0003735|GO:0005840|GO:0006412
PRED|XP_006358104.1	GO:0006970|GO:0006995
PRED|XP_006358384.1	GO:0005576|GO:0009664
PRED|XP_006358751.1	GO:0005576|GO:0009664
PRED|XP_006359887.1	GO:0006355|GO:0008270|GO:0043565
PRED|XP_006360974.2	GO:0009506|GO:0019722
PRED|XP_006361068.1	GO:0010256
PRED|XP_006362121.1	GO:0004857|GO:0043086
PRED|XP_006362780.1	GO:0009507|GO:0009658|GO:0010027
PRED|XP_006363805.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006364176.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_006364305.1	GO:0010256
PRED|XP_006364673.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_006365348.1	GO:0005576|GO:0009664
PRED|XP_006366267.1	GO:0016020
PRED|XP_006366490.1	GO:0005576|GO:0009664
PRED|XP_006366709.1	GO:0005576|GO:0009664
PRED|XP_006366969.1	GO:0003723|GO:0003735|GO:0022625
PRED|XP_006367029.1	GO:0003713|GO:0005634|GO:0006355
PRED|XP_006368148.1	GO:0004663|GO:0005968|GO:0008318|GO:0018342|GO:0018344
PRED|XP_006370276.3	GO:0005576|GO:0009664
PRED|XP_006371363.1	GO:0042543
PRED|XP_006372124.1	GO:0005739
PRED|XP_006374915.2	GO:0009506|GO:0019722
PRED|XP_006376332.1	GO:0010052|GO:0010374
PRED|XP_006376357.1	GO:0033612
PRED|XP_006378591.1	GO:0005576|GO:0009664
PRED|XP_006379321.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006379322.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006382486.1	GO:0009506|GO:0019722
PRED|XP_006383762.1	GO:0005743|GO:0045271
PRED|XP_006384665.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006384940.3	GO:0003735|GO:0005840|GO:0006412|GO:0008097
PRED|XP_006389381.1	GO:0009506|GO:0019722
PRED|XP_006498973.1	GO:0005184|GO:0005185|GO:0005576|GO:0005615|GO:0030141|GO:0031855|GO:0031894
PRED|XP_006504134.1	GO:0008250|GO:0018279
PRED|XP_006513019.1	GO:0006605|GO:0006886|GO:0008320|GO:0015031|GO:0016020
PRED|XP_006518858.1	GO:0016020|GO:0030001|GO:0046873|GO:0055085
PRED|XP_006518859.1	GO:0016020|GO:0030001|GO:0046873|GO:0055085
PRED|XP_006519541.1	GO:0003735|GO:0005761|GO:0032543
PRED|XP_006520324.1	GO:0001664|GO:0005615|GO:0007186|GO:0048018
PRED|XP_006524093.1	GO:0005615|GO:0030277
PRED|XP_006532917.1	GO:0003735|GO:0005762|GO:0005840|GO:0006412|GO:0015934
PRED|XP_006540231.1	GO:0005615
PRED|XP_006540276.1	GO:0005615
PRED|XP_006540556.1	GO:0005615
PRED|XP_006540561.1	GO:0005615
PRED|XP_006540562.1	GO:0005615
PRED|XP_006557391.2	GO:0007218|GO:0008255|GO:0018990
PRED|XP_006559248.1	GO:0009986|GO:0016020|GO:0016477
PRED|XP_006562154.1	GO:0001405|GO:0001671|GO:0030150
PRED|XP_006567383.1	GO:0005549
PRED|XP_006567395.1	GO:0005549
PRED|XP_006567396.1	GO:0005549
PRED|XP_006572855.1	GO:0005783|GO:0005794|GO:0009723|GO:0010104
PRED|XP_006572856.1	GO:0005783|GO:0005794|GO:0009723|GO:0010104
PRED|XP_006580275.1	GO:0003735|GO:0005762|GO:0005840|GO:0006412|GO:0032543
PRED|XP_006581153.1	GO:0005576|GO:0009664
PRED|XP_006581154.3	GO:0005576|GO:0009664
PRED|XP_006587529.1	GO:0008988|GO:0016740|GO:0031167
PRED|XP_006589291.1	GO:0001709
PRED|XP_006590794.1	GO:0005743|GO:0045271
PRED|XP_006595093.1	GO:0010052|GO:0010374
PRED|XP_006595518.1	GO:0005789|GO:0005794|GO:0006816|GO:0032469
PRED|XP_006600430.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006600431.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006600432.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_006600870.3	GO:0005096|GO:0090630
PRED|XP_006605041.1	GO:0003735|GO:0005840|GO:0006412|GO:0015934|GO:0022625|GO:0070180
PRED|XP_006605560.2	GO:0004857|GO:0043086
PRED|XP_006606369.1	GO:0001709
PRED|XP_006606506.1	GO:0005787|GO:0006465|GO:0016020|GO:0045047
PRED|XP_006606531.1	GO:0009506|GO:0019722
PRED|XP_006715273.1	GO:0000902|GO:0006955|GO:0016020
PRED|XP_007011908.1	GO:0005886|GO:0009055
PRED|XP_007012362.2	GO:0005634|GO:0005758|GO:0005829|GO:0045332|GO:1990050
PRED|XP_007013955.2	GO:0009734|GO:0016020
PRED|XP_007016396.1	GO:0005576|GO:0009664
PRED|XP_007016453.2	GO:0003735|GO:0006412|GO:0032543
PRED|XP_007016725.1	GO:0006979
PRED|XP_007017911.1	GO:0005739
PRED|XP_007017978.1	GO:0005743|GO:0045271
PRED|XP_007019406.2	GO:0010227
PRED|XP_007022217.2	GO:0098542
PRED|XP_007022728.2	GO:0005576|GO:0009664
PRED|XP_007022729.2	GO:0005576|GO:0009664
PRED|XP_007025592.1	GO:0009506|GO:0019722
PRED|XP_007027012.2	GO:0005576|GO:0009664
PRED|XP_007027623.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_007030995.2	GO:0009506|GO:0019722
PRED|XP_007035406.2	GO:0010256
PRED|XP_007038067.2	GO:0001709
PRED|XP_007041535.2	GO:0005886|GO:0009055
PRED|XP_007041797.1	GO:0005886|GO:0009055
PRED|XP_007043226.2	GO:0001709
PRED|XP_007043620.1	GO:0009506|GO:0019722
PRED|XP_007048061.1	GO:0003723
PRED|XP_007049795.2	GO:0005886|GO:0009055
PRED|XP_007885644.1	GO:0005184
PRED|XP_007886357.2	GO:0005783|GO:0005789|GO:0015035|GO:0016972|GO:0034975|GO:0071949
PRED|XP_007886449.1	GO:0005739
PRED|XP_007888920.1	GO:0000930|GO:0000931|GO:0005813|GO:0005819|GO:0031021|GO:0033566|GO:0051415|GO:0090307
PRED|XP_007889178.1	GO:0001664|GO:0005615|GO:0007186|GO:0048018
PRED|XP_007889179.1	GO:0001664|GO:0005615|GO:0007186|GO:0048018
PRED|XP_007893907.1	GO:0016020|GO:0016192
PRED|XP_007894140.1	GO:0005794|GO:0044306
PRED|XP_007894882.1	GO:0007267|GO:0019838
PRED|XP_007895472.1	GO:0005184
PRED|XP_007895473.1	GO:0005184
PRED|XP_007895974.1	GO:0001664|GO:0005179|GO:0005184|GO:0005576|GO:0005615|GO:0007193|GO:0030334
PRED|XP_007896209.1	GO:0000003|GO:0005179|GO:0005183|GO:0005576|GO:0005615|GO:0007275|GO:0031530
PRED|XP_007897618.1	GO:0001935
PRED|XP_007900593.1	GO:0005179|GO:0005576|GO:0006182|GO:0007168
PRED|XP_007900628.1	GO:0016020
PRED|XP_007900852.1	GO:0005886|GO:0007399|GO:1990138
PRED|XP_007901429.1	GO:0005730|GO:0042254
PRED|XP_007902979.1	GO:0005886|GO:0016020
PRED|XP_007903062.1	GO:0042127
PRED|XP_007903063.1	GO:0042127
PRED|XP_007903064.1	GO:0042127
PRED|XP_007904303.1	GO:0005753|GO:0042776|GO:0046933
PRED|XP_007904616.1	GO:0016020
PRED|XP_007905782.1	GO:0046872
PRED|XP_007905840.2	GO:0016020
PRED|XP_007908006.1	GO:0031012
PRED|XP_007908372.1	GO:0005743|GO:0006122
PRED|XP_007910586.1	GO:0005179|GO:0005576|GO:0005615|GO:0030334
PRED|XP_008101599.1	GO:0000139|GO:0005789|GO:0006888|GO:0030134
PRED|XP_008102994.2	GO:0005886
PRED|XP_008103045.2	GO:0005886
PRED|XP_008103103.2	GO:0005886
PRED|XP_008103792.1	GO:0005739
PRED|XP_008107993.1	GO:0007267|GO:0019838
PRED|XP_008109471.1	GO:0001664|GO:0005615|GO:0007186|GO:0048018
PRED|XP_008109472.2	GO:0001664|GO:0005615|GO:0007186|GO:0048018
PRED|XP_008111792.2	GO:0005509
PRED|XP_008115436.1	GO:0005743|GO:0005747|GO:0045271
PRED|XP_008117321.1	GO:0005200|GO:0005882
PRED|XP_008117336.2	GO:0005200|GO:0005882
PRED|XP_008123041.1	GO:0005184|GO:0007218|GO:0007610|GO:0031854
PRED|XP_008190391.1	GO:0005184|GO:0005615|GO:0007218
PRED|XP_008195072.1	GO:0005184|GO:0005576|GO:0007623
PRED|XP_008195305.1	GO:0000149|GO:0005484|GO:0005789|GO:0005794|GO:0006891|GO:0006896|GO:0006906|GO:0012507|GO:0016236|GO:0031201|GO:0031902|GO:0042147|GO:0048280|GO:1903076
PRED|XP_008197708.1	GO:0005549
PRED|XP_008198817.1	GO:0005549|GO:0005615|GO:0007608
PRED|XP_008201322.1	GO:0000422|GO:0005741
PRED|XP_008339291.1	GO:0005886|GO:0009055
PRED|XP_008344390.2	GO:0005886|GO:0009055
PRED|XP_008348261.1	GO:0080143
PRED|XP_008349249.1	GO:0009506|GO:0019722
PRED|XP_008350602.2	GO:0006355|GO:0008270|GO:0043565
PRED|XP_008356009.2	GO:0009506|GO:0019722
PRED|XP_008357089.2	GO:0005576|GO:0009664
PRED|XP_008357118.2	GO:0005576|GO:0009664
PRED|XP_008359261.4	GO:0003735|GO:0005840|GO:0006412|GO:0022618|GO:0022625
PRED|XP_008361782.2	GO:0005576|GO:0009664
PRED|XP_008362147.1	GO:0009734|GO:0016020
PRED|XP_008363088.1	GO:0048364|GO:0048367
PRED|XP_008364376.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_008364429.1	GO:0005576|GO:0008083|GO:0008283
PRED|XP_008366433.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_008366434.1	GO:0033179|GO:0046961|GO:0055085|GO:1902600
PRED|XP_008367551.2	GO:0005576|GO:0009664
PRED|XP_008369371.1	GO:0005576|GO:0009664
PRED|XP_008370021.1	GO:0005375|GO:0005886|GO:0016020|GO:0035434
PRED|XP_008372500.3	GO:0005789|GO:0006486|GO:0006506|GO:0033185
PRED|XP_008374794.2	GO:0005576|GO:0009664
PRED|XP_008375924.1	GO:0004674
PRED|XP_008377089.1	GO:0005743|GO:0045271
PRED|XP_008377090.1	GO:0005743|GO:0045271
PRED|XP_008377368.1	GO:0005739|GO:0033617
PRED|XP_008379078.1	GO:0005886|GO:0009055
PRED|XP_008384848.1	GO:0005576|GO:0009664
PRED|XP_008385565.1	GO:0005789|GO:0005794|GO:0006816|GO:0032469
PRED|XP_008386646.3	GO:0009506|GO:0019722
PRED|XP_008389456.1	GO:0005576|GO:0009664
PRED|XP_008391853.1	GO:0005768|GO:0032511
PRED|XP_008647319.1	GO:0005385|GO:0005773|GO:0005886|GO:0006812|GO:0008324|GO:0016020|GO:0055085|GO:0071577
PRED|XP_008648280.1	GO:0005576|GO:0009664
PRED|XP_008651162.1	GO:0005576|GO:0009664
PRED|XP_008652373.1	GO:0001709
PRED|XP_008659439.1	GO:0005886|GO:0009055
PRED|XP_008659461.1	GO:0003723|GO:0003735|GO:0005840|GO:0006412|GO:0022627
PRED|XP_008663356.1	GO:0006952
PRED|XP_008667190.1	GO:0008380|GO:0030532
PRED|XP_008668691.1	GO:0003735|GO:0005739
PRED|XP_008670081.1	GO:0005886|GO:0009506|GO:0098542
PRED|XP_008670354.1	GO:0003735|GO:0005840|GO:0006412
PRED|XP_008671481.1	GO:0009617
PRED|XP_008673898.1	GO:0005576|GO:0009664
PRED|XP_008673899.1	GO:0005576|GO:0009664
PRED|XP_008674672.1	GO:2000123
PRED|XP_008678160.1	GO:0001709
PRED|XP_008678161.1	GO:0001709
PRED|XP_008678384.1	GO:0006979
PRED|XP_008758964.1	GO:0003735|GO:0005840|GO:0006412|GO:0022625
PRED|XP_008760957.1	GO:0005634|GO:0005737|GO:0006606
PRED|XP_008770013.1	GO:0003735|GO:0022625
PRED|XP_009043756.1	GO:0005643|GO:0006405|GO:0006606|GO:0008139|GO:0017056
PRED|XP_009044223.1	GO:0005750|GO:0006122
PRED|XP_009044512.1	GO:0016020
PRED|XP_009044721.1	GO:0005355
PRED|XP_009044794.1	GO:0005634|GO:0005737|GO:0051726
PRED|XP_009044960.1	GO:0016020
