rep	cluster_size	sources_rep	sources_members	members	has_DATABASE	has_PRED
DATABASE|Training_Seq580	6	DATABASE	DATABASE	DATABASE|Training_Seq580;DATABASE|CAMPSQ14129_Schistocin-3;DATABASE|Training_Seq1324;DATABASE|Training_Seq1192;DATABASE|CAMPSQ14127_Schistocin-1;DATABASE|CAMPSQ14128_Schistocin-2	True	False
DATABASE|Training_Seq581	1	DATABASE	DATABASE	DATABASE|Training_Seq581	True	False
DATABASE|Training_Seq585	165	DATABASE	DATABASE;PRED	DATABASE|Training_Seq585;DATABASE|Training_Seq1530;DATABASE|Training_Seq805;DATABASE|Training_Seq602;DATABASE|Training_Seq1862;DATABASE|sp|P19661|CTHL3_BOVIN_Cathelicidin-3_OS=Bos_taurus_OX=9913_GN=CATHL3_PE=1_SV=2;DATABASE|sp|P80054|PR39_PIG_Antibacterial_protein_PR-39_OS=Sus_scrofa_OX=9823_GN=PR39_PE=1_SV=2;DATABASE|Training_Seq603;DATABASE|Training_Seq3483;DATABASE|Training_Seq3484;DATABASE|Training_Seq3008;DATABASE|sp|P22226|CTHL1_BOVIN_Cathelicidin-1_OS=Bos_taurus_OX=9913_GN=CATHL1_PE=1_SV=2;DATABASE|Training_Seq1868;DATABASE|Training_Seq527;DATABASE|Training_Seq1376;DATABASE|CAMPSQ1413_Cationicantimicrobialprotein;DATABASE|Training_Seq528;DATABASE|sp|P54230|CTHL1_SHEEP_Cathelicidin-1_OS=Ovis_aries_OX=9940_GN=CATHL1A_PE=2_SV=1;DATABASE|Training_Seq1638;DATABASE|Training_Seq3243;DATABASE|Training_Seq1509;DATABASE|Training_Seq1640;DATABASE|sp|P32195|PG2_PIG_Protegrin-2_OS=Sus_scrofa_OX=9823_GN=NPG2_PE=1_SV=2;DATABASE|Training_Seq843;DATABASE|Training_Seq6;DATABASE|Training_Seq731;DATABASE|Training_Seq1663;DATABASE|Training_Seq3372;DATABASE|sp|P33046|CTHL4_BOVIN_Cathelicidin-4_OS=Bos_taurus_OX=9913_GN=CATHL4_PE=1_SV=1;DATABASE|Training_Seq1528;DATABASE|CAMPSQ14260_PcDode;DATABASE|Training_Seq234;DATABASE|Training_Seq1529;DATABASE|Training_Seq3261;DATABASE|AP03433;DATABASE|Training_Seq3260;DATABASE|AP03432;DATABASE|Training_Seq599;DATABASE|Training_Seq3019;DATABASE|CAMPSQ12209_DeltaHg-CATH;DATABASE|Training_Seq1858;DATABASE|AP00678;DATABASE|Training_Seq1975;DATABASE|Training_Seq2834;PRED|NP_001001605.1;DATABASE|Training_Seq2837;DATABASE|Training_Seq2487;DATABASE|sp|Q6QLQ5|CTHL1_CHICK_Cathelicidin-1_OS=Gallus_gallus_OX=9031_GN=CATHL1_PE=1_SV=1;DATABASE|Training_Seq1775;DATABASE|AP02626;DATABASE|Training_Seq189;PRED|NP_001298106.1;DATABASE|sp|Q2IAL6|CTHL3_CHICK_Cathelicidin-3_OS=Gallus_gallus_OX=9031_GN=CATHL3_PE=1_SV=1;DATABASE|Training_Seq3262;DATABASE|AP03434;DATABASE|Training_Seq3010;DATABASE|AP02965;DATABASE|DBAASPR_21501_CATH_1;DATABASE|Training_Seq3227;DATABASE|Training_Seq1861;DATABASE|Training_Seq610;DATABASE|Training_Seq390;DATABASE|AP00683;DATABASE|AP03333;DATABASE|Training_Seq526;DATABASE|DBAASPR_21500_MAP34-B;DATABASE|Training_Seq2571;DATABASE|AP01768;DATABASE|Training_Seq3007;DATABASE|AP02962;DATABASE|Training_Seq3493;DATABASE|AP04730;DATABASE|Training_Seq289;DATABASE|sp|P19660|CTHL2_BOVIN_Cathelicidin-2_OS=Bos_taurus_OX=9913_GN=CATHL2_PE=1_SV=2;DATABASE|Training_Seq1864;DATABASE|Training_Seq1051;DATABASE|Training_Seq1865;DATABASE|Training_Seq1866;DATABASE|Training_Seq3486;DATABASE|Training_Seq1867;DATABASE|Training_Seq2845;DATABASE|Training_Seq2405;DATABASE|sp|P49929|SC52_SHEEP_Cathelin-related_peptide_SC5_OS=Ovis_aries_OX=9940_PE=1_SV=1;DATABASE|Training_Seq238;DATABASE|CAMPSQ19042_D-SMAP-29-1;DATABASE|Training_Seq1635;DATABASE|Training_Seq1636;DATABASE|Training_Seq32;DATABASE|Training_Seq391;DATABASE|AP00155;DATABASE|Training_Seq3374;DATABASE|Training_Seq379;DATABASE|AP00368;DATABASE|sp|P56425|CTHL7_BOVIN_Cathelicidin-7_OS=Bos_taurus_OX=9913_GN=CATHL7_PE=2_SV=1;DATABASE|CAMPSQ16572_Cathelicidin-7BMAP34;PRED|NP_001094194.1;DATABASE|AP00498;DATABASE|CAMPSQ979_Cathelin-relatedantimicrobialpeptide;DATABASE|CAMPSQ15200_MCRAMP;DATABASE|CAMPSQ980_Cathelin-relatedantimicrobialpeptide;DATABASE|sp|P51437|CAMP_MOUSE_Cathelicidin_antimicrobial_peptide_OS=Mus_musculus_OX=10090_GN=Camp_PE=1_SV=2;PRED|NP_034051.2;DATABASE|Training_Seq84;DATABASE|AP03630;DATABASE|CAMPSQ2784_rCRAMP;DATABASE|Training_Seq3259;DATABASE|AP03431;DATABASE|Training_Seq13;DATABASE|CAMPSQ10941_CAP-18;DATABASE|AP00418;DATABASE|Training_Seq1212;DATABASE|CAMPSQ73_AntimicrobialproteinCAP18precursor;DATABASE|CAMPSQ15080_RCAP18;DATABASE|Training_Seq1890;DATABASE|AP00733;DATABASE|AP00734;DATABASE|sp|P49913|CAMP_HUMAN_Cathelicidin_antimicrobial_peptide_OS=Homo_sapiens_OX=9606_GN=CAMP_PE=1_SV=1;DATABASE|sp|Q1KLX0|CAMP_SAGOE_Cathelicidin_antimicrobial_peptide_OS=Saguinus_oedipus_OX=9490_GN=CAMP_PE=3_SV=1;DATABASE|sp|Q1KLX1|CAMP_PANTR_Cathelicidin_antimicrobial_peptide_OS=Pan_troglodytes_OX=9598_GN=CAMP_PE=3_SV=1;DATABASE|sp|Q9GLV5|CAMP_MACMU_Cathelicidin_antimicrobial_peptide_OS=Macaca_mulatta_OX=9544_GN=CAMP_PE=2_SV=1;DATABASE|sp|Q1KLX2|CAMP_PONPY_Cathelicidin_antimicrobial_peptide_OS=Pongo_pygmaeus_OX=9600_GN=CAMP_PE=3_SV=1;DATABASE|sp|Q1KLX3|CAMP_PAPPA_Cathelicidin_antimicrobial_peptide_OS=Papio_papio_OX=100937_GN=CAMP_PE=3_SV=1;DATABASE|sp|Q1KLX5|CAMP_TRACR_Cathelicidin_antimicrobial_peptide_OS=Trachypithecus_cristatus_OX=122765_GN=CAMP_PE=3_SV=1;DATABASE|sp|Q1KLX9|CAMP_NOMLE_Cathelicidin_antimicrobial_peptide_OS=Nomascus_leucogenys_OX=61853_GN=CAMP_PE=3_SV=1;DATABASE|Training_Seq2901;DATABASE|sp|Q1KLY0|CAMP_NOMCO_Cathelicidin_antimicrobial_peptide_OS=Nomascus_concolor_OX=29089_GN=CAMP_PE=3_SV=1;PRED|NP_004336.4;DATABASE|Training_Seq1891;DATABASE|sp|Q1KLY2|CAMP_NOMGA_Cathelicidin_antimicrobial_peptide_OS=Nomascus_gabriellae_OX=61852_GN=CAMP_PE=3_SV=1;DATABASE|Training_Seq1892;DATABASE|sp|Q1KLY3|CAMP_GORGO_Cathelicidin_antimicrobial_peptide_OS=Gorilla_gorilla_gorilla_OX=9595_GN=CAMP_PE=1_SV=1;DATABASE|Training_Seq1893;DATABASE|sp|Q1KLY5|CAMP_CEBCA_Cathelicidin_antimicrobial_peptide_OS=Cebus_capucinus_OX=9516_GN=CAMP_PE=3_SV=1;DATABASE|sp|Q1KLY6|CAMP_CHLAE_Cathelicidin_antimicrobial_peptide_OS=Chlorocebus_aethiops_OX=9534_GN=CAMP_PE=3_SV=1;DATABASE|sp|Q1KLY7|CAMP_ATEFU_Cathelicidin_antimicrobial_peptide_OS=Ateles_fusciceps_OX=9508_GN=CAMP_PE=3_SV=1;DATABASE|sp|Q1KLY8|CAMP_ATEFR_Cathelicidin_antimicrobial_peptide_OS=Ateles_fusciceps_robustus_OX=183327_GN=CAMP_PE=3_SV=1;DATABASE|AP02750;DATABASE|Training_Seq1856;DATABASE|Training_Seq3119;DATABASE|AP03143;DATABASE|Training_Seq3120;DATABASE|AP03144;DATABASE|AP01800;DATABASE|Training_Seq2596;DATABASE|Training_Seq2897;DATABASE|Training_Seq3323;DATABASE|AP02744;DATABASE|Training_Seq2595;DATABASE|AP01799;DATABASE|sp|P15175|ICTL_PIG_Cathelin_OS=Sus_scrofa_OX=9823_PE=1_SV=2;PRED|XP_008121482.2;PRED|XP_062813868.1;DATABASE|Training_Seq712;DATABASE|AP03051;DATABASE|CAMPSQ11736_Ps-CATH6;DATABASE|Training_Seq368;DATABASE|CAMPSQ311_Cathelicidinantimicrobialpeptide;PRED|XP_004915576.2;DATABASE|Training_Seq3370;DATABASE|AP03748;DATABASE|AP03269;DATABASE|AP02307;DATABASE|AP03012;DATABASE|Training_Seq2976;DATABASE|AP02901	True	True
DATABASE|Training_Seq586	9	DATABASE	DATABASE	DATABASE|Training_Seq586;DATABASE|AP00768;DATABASE|CAMPSQ14135_Pom-1;DATABASE|CAMPSQ15033_Pom-1C;DATABASE|CAMPSQ15035_Pom-1E;DATABASE|CAMPSQ15031_Pom-1A;DATABASE|CAMPSQ15032_Pom-1B;DATABASE|CAMPSQ15034_Pom-1D;DATABASE|CAMPSQ15036_Pom-1F	True	False
DATABASE|Training_Seq601	21	DATABASE	DATABASE;PRED	DATABASE|Training_Seq601;DATABASE|Training_Seq700;PRED|NP_004360.2;DATABASE|Training_Seq678;DATABASE|Training_Seq640;DATABASE|Training_Seq600;PRED|NP_608803.2;PRED|NP_608799.1;DATABASE|CAMPSQ12265_FFL25;PRED|XP_009059103.1;DATABASE|CAMPSQ12263_GVR28;PRED|XP_014348140.1;DATABASE|CAMPSQ12268_DVN32;DATABASE|CAMPSQ12267_SFV33;PRED|XP_009059265.1;PRED|XP_017177561.1;PRED|XP_004923339.1;PRED|NP_608798.1;PRED|NP_001162863.1;DATABASE|CAMPSQ12264_FYL25;DATABASE|CAMPSQ12266_VTT30	True	True
DATABASE|Training_Seq616	18	DATABASE	DATABASE;PRED	DATABASE|Training_Seq616;PRED|XP_008104852.1;PRED|NP_001007602.1;PRED|NP_990236.1;PRED|NP_000272.1;PRED|XP_006256476.1;PRED|XP_030103282.2;PRED|XP_007899501.1;PRED|NP_079549.1;PRED|XP_063135155.1;PRED|XP_046782700.1;DATABASE|CAMPSQ8738_P61458;PRED|XP_046782701.1;PRED|XP_046775862.1;PRED|NP_001276726.1;PRED|XP_001640626.1;PRED|XP_011430778.2;PRED|XP_799142.1	True	True
DATABASE|Training_Seq618	5	DATABASE	DATABASE	DATABASE|Training_Seq618;DATABASE|CAMPSQ11081_MjPen-IICRR;DATABASE|CAMPSQ11082_MjPen-IIPRR;DATABASE|CAMPSQ11084_MjPen-IISRR;DATABASE|AP02655	True	False
DATABASE|Training_Seq630	17	DATABASE	DATABASE;PRED	DATABASE|Training_Seq630;PRED|NP_570913.1;DATABASE|CAMPSQ2674_BPIfold-containingfamilyAmember1precursor;PRED|NP_001230122.1;DATABASE|CAMPSQ15038_AMP2;PRED|NP_057667.1;DATABASE|CAMPSQ15037_AMP1;DATABASE|sp|Q9NP55|BPIA1_HUMAN_BPI_fold-containing_family_A_member_1_OS=Homo_sapiens_OX=9606_GN=BPIFA1_PE=1_SV=1;DATABASE|CAMPSQ2524_Smallpalatelungandnasalepitheliumantimicrobialprotein;PRED|XP_038960179.1;PRED|NP_742028.1;DATABASE|sp|P97361|BPIA1_MOUSE_BPI_fold-containing_family_A_member_1_OS=Mus_musculus_OX=10090_GN=Bpifa1_PE=1_SV=3;PRED|NP_035256.2;DATABASE|sp|Q8K4I4|BPIA1_RAT_BPI_fold-containing_family_A_member_1_OS=Rattus_norvegicus_OX=10116_GN=Bpifa1_PE=2_SV=1;DATABASE|sp|Q8SPU5|BPIA1_BOVIN_BPI_fold-containing_family_A_member_1_OS=Bos_taurus_OX=9913_GN=BPIFA1_PE=2_SV=1;DATABASE|sp|Q5XW65|BPIA1_PIG_BPI_fold-containing_family_A_member_1_OS=Sus_scrofa_OX=9823_GN=BPIFA1_PE=2_SV=1;DATABASE|CAMPSQ15040_AMP3	True	True
DATABASE|Training_Seq631	20	DATABASE	DATABASE	DATABASE|Training_Seq631;DATABASE|Training_Seq911;DATABASE|Training_Seq780;DATABASE|Training_Seq2784;DATABASE|Training_Seq2785;DATABASE|Training_Seq2786;DATABASE|Training_Seq2788;DATABASE|Training_Seq736;DATABASE|Training_Seq3669;DATABASE|AP02175;DATABASE|AP02535;DATABASE|CAMPSQ2848_rtCATH_1;DATABASE|AP02536;DATABASE|AP02537;DATABASE|AP02538;DATABASE|Training_Seq2787;DATABASE|AP00693;DATABASE|CAMPSQ15213_SF;DATABASE|Training_Seq2568;DATABASE|AP01759	True	False
DATABASE|Training_Seq637	2	DATABASE	DATABASE	DATABASE|Training_Seq637;DATABASE|CAMPSQ8740_Q6TV81	True	False
DATABASE|Training_Seq638	2	DATABASE	DATABASE	DATABASE|Training_Seq638;DATABASE|CAMPSQ8743_A5LDU0	True	False
DATABASE|Training_Seq64	9	DATABASE	DATABASE	DATABASE|Training_Seq64;DATABASE|DBAASPR_1899_Odorranain-MISa;DATABASE|Training_Seq37;DATABASE|Training_Seq2262;DATABASE|Training_Seq3512;DATABASE|AP01300;DATABASE|CAMPSQ708_OdM1;DATABASE|Training_Seq2643;DATABASE|AP02265	True	False
DATABASE|Training_Seq646	3	DATABASE	DATABASE	DATABASE|Training_Seq646;DATABASE|AP01804;DATABASE|CAMPSQ2598_Oxyopinin-4a	True	False
DATABASE|Training_Seq648	8	DATABASE	DATABASE	DATABASE|Training_Seq648;DATABASE|Training_Seq649;DATABASE|Training_Seq3614;DATABASE|AP02098;DATABASE|CAMPSQ3758_HsAp3;DATABASE|CAMPSQ3759_HsAp4;DATABASE|Training_Seq647;DATABASE|CAMPSQ3757_HsAp2	True	False
DATABASE|Training_Seq650	3	DATABASE	DATABASE	DATABASE|Training_Seq650;DATABASE|DBAASPR_16367_Lacticin_3147_chain_A2_LtnA2;DATABASE|CAMPSQ3888_Lantibioticlacticin3147A2	True	False
DATABASE|Training_Seq655	2	DATABASE	DATABASE	DATABASE|Training_Seq655;DATABASE|CAMPSQ14227_Sparamosin26-54	True	False
DATABASE|Training_Seq661	2	DATABASE	DATABASE	DATABASE|Training_Seq661;DATABASE|CAMPSQ2590_L-amino-acidoxidase	True	False
DATABASE|Training_Seq665	3	DATABASE	DATABASE	DATABASE|Training_Seq665;DATABASE|CAMPSQ3956_Antifungalprotein1;DATABASE|CAMPSQ2599_Antifungalprotein1	True	False
DATABASE|Training_Seq686	2	DATABASE	DATABASE	DATABASE|Training_Seq686;DATABASE|CAMPSQ8739_A4HW34	True	False
DATABASE|Training_Seq697	4	DATABASE	DATABASE	DATABASE|Training_Seq697;DATABASE|CAMPSQ10452_Rpa;DATABASE|CAMPSQ10453_Rpb;DATABASE|DBAASPR_4232_Palustrin-2CHa	True	False
DATABASE|Training_Seq698	7	DATABASE	DATABASE;PRED	DATABASE|Training_Seq698;DATABASE|Training_Seq699;DATABASE|CAMPSQ10524_H-32;DATABASE|CAMPSQ10523_T-32;DATABASE|CAMPSQ10525_C-32;PRED|NP_001243496.1;PRED|XP_009064518.1	True	True
DATABASE|Training_Seq701	10	DATABASE	DATABASE;PRED	DATABASE|Training_Seq701;DATABASE|Training_Seq1233;DATABASE|CAMPSQ13661_IP18;DATABASE|CAMPSQ13660_GQ19;PRED|NP_001009181.1;DATABASE|CAMPSQ13659_IT32;DATABASE|Training_Seq1275;PRED|NP_003145.1;DATABASE|CAMPSQ13634_Statherin;DATABASE|CAMPSQ13662_GE12	True	True
DATABASE|Training_Seq709	3	DATABASE	DATABASE	DATABASE|Training_Seq709;DATABASE|CAMPSQ8143_AntimicrobialpeptideXprecursor;DATABASE|CAMPSQ8141_Sm-AMP-X1	True	False
DATABASE|Training_Seq710	4	DATABASE	DATABASE	DATABASE|Training_Seq710;DATABASE|CAMPSQ11322_ConotoxinO1_cal29b;DATABASE|Training_Seq413;DATABASE|CAMPSQ23613_Omega-conotoxinMVIIAZiconotide	True	False
DATABASE|Training_Seq711	26	DATABASE	DATABASE	DATABASE|Training_Seq711;DATABASE|Training_Seq653;DATABASE|sp|A0A348G6I7|TX11A_ODOMO_U-poneritoxin(01)-Om1a_OS=Odontomachus_monticola_OX=613454_PE=1_SV=1;DATABASE|sp|A0A348G6I9|TX17A_ODOMO_U-poneritoxin(01)-Om4b_OS=Odontomachus_monticola_OX=613454_PE=1_SV=1;DATABASE|CAMPSQ11408_PLP2;DATABASE|Training_Seq776;DATABASE|CAMPSQ11409_PLP3;DATABASE|Training_Seq450;DATABASE|AP03241;DATABASE|DBAASPR_16498_M-poneratoxin-Dq4e_Dq-3348;DATABASE|sp|P0CF05|TX4B_DINAS_M-poneritoxin-Da4b_OS=Dinoponera_australis_OX=609289_PE=1_SV=1;DATABASE|CAMPSQ8179_DinoponeratoxinDq-3162Dq-3163Dq-3178;DATABASE|Training_Seq1651;DATABASE|AP00383;DATABASE|AP00384;DATABASE|sp|A0A348G6J0|TX18A_ODOMO_U-poneritoxin(01)-Om5b_OS=Odontomachus_monticola_OX=613454_PE=1_SV=1;DATABASE|Training_Seq1218;DATABASE|Training_Seq1653;DATABASE|CAMPSQ15301_M-PONTX-Na1b;DATABASE|sp|P0DSM2|WTX1A_NEOAP_U1-poneritoxin-Na1a_OS=Neoponera_apicalis_OX=2320211_PE=1_SV=1;DATABASE|AP00386;DATABASE|AP00387;DATABASE|Training_Seq1657;DATABASE|Training_Seq1658;DATABASE|sp|P0CF02|TX4A_DINAS_U1-poneritoxin-Da4a_OS=Dinoponera_australis_OX=609289_PE=1_SV=1;DATABASE|CAMPSQ8178_DinoponeratoxinDq-3104	True	False
DATABASE|Training_Seq714	3	DATABASE	DATABASE	DATABASE|Training_Seq714;DATABASE|CAMPSQ12854_IWK;DATABASE|CAMPSQ12855_GLT	True	False
DATABASE|Training_Seq723	7	DATABASE	DATABASE;PRED	DATABASE|Training_Seq723;DATABASE|CAMPSQ3160_T07C44;DATABASE|AP01316;PRED|NP_499290.2;PRED|NP_506443.1;DATABASE|AP02226;DATABASE|Training_Seq3691	True	True
DATABASE|Training_Seq727	2	DATABASE	DATABASE	DATABASE|Training_Seq727;DATABASE|CAMPSQ10542_PepR	True	False
DATABASE|Training_Seq728	10	DATABASE	DATABASE	DATABASE|Training_Seq728;DATABASE|CAMPSQ10733_RosA2alpha;DATABASE|Training_Seq3117;DATABASE|AP03138;DATABASE|Training_Seq2462;DATABASE|AP01605;DATABASE|AP02164;DATABASE|Training_Seq2223;DATABASE|AP01206;DATABASE|DBAASPR_21257_Mersacidin	True	False
DATABASE|Training_Seq735	4	DATABASE	DATABASE	DATABASE|Training_Seq735;DATABASE|CAMPSQ12317_Apolipoprotein-Ederived133-167;DATABASE|CAMPSQ12316_Apolipoprotein-Ederived133-150;DATABASE|Training_Seq1224	True	False
DATABASE|Training_Seq741	2	DATABASE	DATABASE	DATABASE|Training_Seq741;DATABASE|CAMPSQ11412_PLP6	True	False
DATABASE|Training_Seq742	4	DATABASE	DATABASE	DATABASE|Training_Seq742;DATABASE|CAMPSQ10100_CLF36;DATABASE|CAMPSQ11754_Lfampin;DATABASE|CAMPSQ11605_CLFchimera	True	False
DATABASE|Training_Seq754	2	DATABASE	DATABASE	DATABASE|Training_Seq754;DATABASE|CAMPSQ11096_I1_xm11a	True	False
DATABASE|Training_Seq756	8	DATABASE	DATABASE	DATABASE|Training_Seq756;DATABASE|Training_Seq657;DATABASE|Training_Seq1869;DATABASE|AP00691;DATABASE|CAMPSQ364_Hematopoieticantimicrobialpeptide-37;DATABASE|CAMPSQ786_HFIAP-1;DATABASE|CAMPSQ365_Hematopoieticantimicrobialpeptide-29;DATABASE|AP00692	True	False
DATABASE|Training_Seq76	2	DATABASE	DATABASE	DATABASE|Training_Seq76;DATABASE|CAMPSQ947_AntimicrobialproteinAce-AMP1	True	False
DATABASE|Training_Seq775	7	DATABASE	DATABASE	DATABASE|Training_Seq775;DATABASE|sp|P0DUG3|BDS2_URTCR_Crassicorin-II_(Fragment)_OS=Urticina_crassicornis_OX=45621_PE=1_SV=1;DATABASE|CAMPSQ12587_Crassicorin-I;DATABASE|CAMPSQ11175_Crassicorin-I;DATABASE|sp|P61541|BDS1_ANTEL_Kappa-actitoxin-Ael2a_OS=Anthopleura_elegantissima_OX=6110_PE=1_SV=1;DATABASE|Training_Seq796;DATABASE|CAMPSQ1178_AntihypertensiveproteinBDS-1	True	False
DATABASE|Training_Seq777	2	DATABASE	DATABASE	DATABASE|Training_Seq777;DATABASE|CAMPSQ11867_PeptideGT-40	True	False
DATABASE|Training_Seq779	3	DATABASE	DATABASE	DATABASE|Training_Seq779;DATABASE|CAMPSQ14724_Hill-Def6;DATABASE|AP04032	True	False
DATABASE|Training_Seq78	12	DATABASE	DATABASE;PRED	DATABASE|Training_Seq78;DATABASE|CAMPSQ9569_CATH-2;DATABASE|sp|Q2IAL7|CTHL2_CHICK_Cathelicidin-2_OS=Gallus_gallus_OX=9031_GN=CATHL2_PE=2_SV=1;DATABASE|CAMPSQ1054_Fowlicidin-2Myeloidantimicrobialpeptide27;DATABASE|Training_Seq565;DATABASE|AP00548;PRED|NP_001020001.3;DATABASE|Training_Seq2560;DATABASE|AP01749;DATABASE|AP03617;DATABASE|CAMPSQ9571_C;DATABASE|CAMPSQ9570_C	True	True
DATABASE|Training_Seq790	2	DATABASE	DATABASE	DATABASE|Training_Seq790;DATABASE|CAMPSQ14580_Flounderbeta-defensin	True	False
DATABASE|Training_Seq81	4	DATABASE	DATABASE	DATABASE|Training_Seq81;DATABASE|sp|Q5F378|CTHB1_CHICK_Cathelicidin-B1_OS=Gallus_gallus_OX=9031_GN=CATHB1_PE=1_SV=1;DATABASE|AP00741;DATABASE|CAMPSQ1081_Cathelicidin-B1	True	False
DATABASE|Training_Seq818	6	DATABASE	DATABASE	DATABASE|Training_Seq818;DATABASE|AP02731;DATABASE|CAMPSQ4135_Panusin;DATABASE|Training_Seq772;DATABASE|CAMPSQ9323_Panusin;DATABASE|CAMPSQ2377_Defensin-likeantimicrobialpeptide7	True	False
DATABASE|Training_Seq822	4	DATABASE	DATABASE	DATABASE|Training_Seq822;DATABASE|CAMPSQ12489_HTP2388;DATABASE|DBAASPR_5232_Hemolysin_H1U_Hemolysin_H1C;DATABASE|DBAASPR_5233_Hemolysin_H3U_Hemolysin_H3C	True	False
DATABASE|Training_Seq833	3	DATABASE	DATABASE	DATABASE|Training_Seq833;DATABASE|CAMPSQ2453_AntimicrobialpeptideISAMP;DATABASE|AP01756	True	False
DATABASE|Training_Seq835	3	DATABASE	DATABASE;PRED	DATABASE|Training_Seq835;DATABASE|CAMPSQ3922_Antimicrobialpeptidedefensin3;PRED|XP_565009.3	True	True
DATABASE|Training_Seq840	2	DATABASE	DATABASE	DATABASE|Training_Seq840;DATABASE|CAMPSQ11812_Ueq12-1	True	False
DATABASE|Training_Seq862	5	DATABASE	DATABASE;PRED	DATABASE|Training_Seq862;DATABASE|CAMPSQ475_Bacteriocinamylovorin-L;PRED|WP_001099492.1;DATABASE|Training_Seq2191;DATABASE|AP01169	True	True
DATABASE|Training_Seq875	35	DATABASE	DATABASE;PRED	DATABASE|Training_Seq875;PRED|XP_015160567.1;DATABASE|CAMPSQ12296_MtDef5A;DATABASE|CAMPSQ12297_MtDef5B;DATABASE|Training_Seq874;DATABASE|CAMPSQ12294_MtDef5;PRED|XP_013444125.1;PRED|XP_013444126.1;DATABASE|AP00436;DATABASE|CAMPSQ12295_MtDef5_V1;PRED|NP_175899.1;PRED|NP_001321340.1;DATABASE|sp|Q9FZ31|DEF18_ARATH_Defensin-like_protein_18_OS=Arabidopsis_thaliana_OX=3702_GN=PDF1.5_PE=2_SV=1;PRED|XP_017970721.1;DATABASE|sp|B3EWP4|DEF2_ARAHY_Defensin_2_(Fragment)_OS=Arachis_hypogaea_OX=3818_PE=1_SV=1;DATABASE|sp|C0HJZ1|DEF3_ARAHY_Defensin_3_OS=Arachis_hypogaea_OX=3818_PE=1_SV=1;DATABASE|AP01686;DATABASE|AP00563;DATABASE|Training_Seq2045;DATABASE|AP00978;DATABASE|AP00920;DATABASE|Training_Seq1998;DATABASE|AP00003;PRED|NP_001030952.1;DATABASE|sp|P82782|DEF08_ARATH_Defensin-like_protein_8_OS=Arabidopsis_thaliana_OX=3702_GN=LCR73_PE=3_SV=1;PRED|XP_070682864.1;DATABASE|AP00004;DATABASE|CAMPSQ914_DefensinAMP1cysteine-richantimicrobialprotein;DATABASE|Training_Seq2574;DATABASE|Training_Seq2575;DATABASE|AP01772;DATABASE|AP01773;DATABASE|sp|C0HM23|DEF4_NIGSA_Defensin_D4_OS=Nigella_sativa_OX=555479_PE=1_SV=1;DATABASE|sp|Q10989|DEF2B_SINAL_Defensin-like_protein_2B_OS=Sinapis_alba_OX=3728_PE=1_SV=1;PRED|XP_015646032.1	True	True
DATABASE|Training_Seq886	3	DATABASE	DATABASE	DATABASE|Training_Seq886;DATABASE|CAMPSQ14743_Hill-Stom1;DATABASE|AP03171	True	False
DATABASE|Training_Seq897	2	DATABASE	DATABASE	DATABASE|Training_Seq897;DATABASE|CAMPSQ12133_ApMolluscidin	True	False
DATABASE|Training_Seq916	4	DATABASE	DATABASE	DATABASE|Training_Seq916;DATABASE|CAMPSQ909_Antifungalprotein;DATABASE|Training_Seq279;DATABASE|CAMPSQ10704_LSer-AFP	True	False
DATABASE|Training_Seq93	3	DATABASE	DATABASE	DATABASE|Training_Seq93;DATABASE|CAMPSQ169_PutativeantimicrobialpeptideANorthernEuropeHeligolandvariant;DATABASE|CAMPSQ11098_TunicateCionaintestinalis	True	False
DATABASE|Training_Seq948	2	DATABASE	DATABASE	DATABASE|Training_Seq948;DATABASE|CAMPSQ908_Tenecin-3	True	False
