cluster_id	cluster_size	rep	sources	members	has_DATABASE	has_PRED
11593	1	PRED|XP_001120351.1	PRED	PRED|XP_001120351.1	False	True
11594	2	PRED|XP_003249680.1	PRED	PRED|XP_003249680.1;PRED|XP_006560385.1	False	True
11595	1	PRED|NP_001119118.1	PRED	PRED|NP_001119118.1	False	True
11596	1	PRED|NP_001322443.1	PRED	PRED|NP_001322443.1	False	True
11597	1	PRED|NP_001325304.1	PRED	PRED|NP_001325304.1	False	True
11598	1	PRED|NP_001332548.1	PRED	PRED|NP_001332548.1	False	True
11599	1	PRED|XP_662860.1	PRED	PRED|XP_662860.1	False	True
116	1	PRED|XP_059592788.1	PRED	PRED|XP_059592788.1	False	True
1160	2	PRED|XP_037870664.1	PRED	PRED|XP_037870664.1;PRED|NP_001037004.1	False	True
11600	1	PRED|WP_015252828.1	PRED	PRED|WP_015252828.1	False	True
11601	1	PRED|WP_032727009.1	PRED	PRED|WP_032727009.1	False	True
11602	1	PRED|WP_005643956.1	PRED	PRED|WP_005643956.1	False	True
11603	1	PRED|NP_001157389.1	PRED	PRED|NP_001157389.1	False	True
11604	1	PRED|XP_024548215.1	PRED	PRED|XP_024548215.1	False	True
11605	1	PRED|XP_024315064.1	PRED	PRED|XP_024315064.1	False	True
11606	1	PRED|NP_001021962.1	PRED	PRED|NP_001021962.1	False	True
11607	1	PRED|NP_001022059.1	PRED	PRED|NP_001022059.1	False	True
11608	4	PRED|NP_001023652.1	PRED	PRED|NP_001023652.1;PRED|NP_001023653.1;PRED|NP_001023655.1;PRED|NP_001366784.1	False	True
11609	1	PRED|NP_001123068.1	PRED	PRED|NP_001123068.1	False	True
1161	1	PRED|XP_001020328.3	PRED	PRED|XP_001020328.3	False	True
11610	1	PRED|NP_001368491.1	PRED	PRED|NP_001368491.1	False	True
11611	1	PRED|NP_500208.2	PRED	PRED|NP_500208.2	False	True
11612	1	PRED|NP_504109.1	PRED	PRED|NP_504109.1	False	True
11613	1	PRED|NP_505353.1	PRED	PRED|NP_505353.1	False	True
11614	1	PRED|XP_042190425.1	PRED	PRED|XP_042190425.1	False	True
11615	1	PRED|WP_002859102.1	PRED	PRED|WP_002859102.1	False	True
11616	1	PRED|WP_072223308.1	PRED	PRED|WP_072223308.1	False	True
11617	1	PRED|XP_001693446.2	PRED	PRED|XP_001693446.2	False	True
11618	1	PRED|XP_042914196.1	PRED	PRED|XP_042914196.1	False	True
11619	2	PRED|XP_042915886.1	PRED	PRED|XP_042915886.1;PRED|XP_042915887.1	False	True
1162	1	PRED|XP_010656495.1	PRED	PRED|XP_010656495.1	False	True
11620	1	PRED|XP_042917999.1	PRED	PRED|XP_042917999.1	False	True
11621	1	PRED|XP_042918848.1	PRED	PRED|XP_042918848.1	False	True
11622	1	PRED|XP_042920249.1	PRED	PRED|XP_042920249.1	False	True
11623	1	PRED|XP_042927424.1	PRED	PRED|XP_042927424.1	False	True
11624	1	PRED|WP_042741705.1	PRED	PRED|WP_042741705.1	False	True
11625	1	PRED|XP_002911451.1	PRED	PRED|XP_002911451.1	False	True
11626	1	PRED|WP_133061027.1	PRED	PRED|WP_133061027.1	False	True
11627	1	PRED|XP_628931.1	PRED	PRED|XP_628931.1	False	True
11628	1	PRED|XP_638055.1	PRED	PRED|XP_638055.1	False	True
11629	1	PRED|XP_643034.1	PRED	PRED|XP_643034.1	False	True
1163	1	PRED|NP_001154749.1	PRED	PRED|NP_001154749.1	False	True
11630	1	PRED|XP_644193.1	PRED	PRED|XP_644193.1	False	True
11631	2	PRED|XP_644539.1	PRED	PRED|XP_644539.1;PRED|XP_644711.1	False	True
11632	1	PRED|XP_646173.1	PRED	PRED|XP_646173.1	False	True
11633	1	PRED|NP_001245859.1	PRED	PRED|NP_001245859.1	False	True
11634	1	PRED|NP_001246024.1	PRED	PRED|NP_001246024.1	False	True
11635	2	PRED|NP_001287445.2	PRED	PRED|NP_001287445.2;PRED|NP_001303520.2	False	True
11636	1	PRED|NP_724924.1	PRED	PRED|NP_724924.1	False	True
11637	1	PRED|NP_724925.1	PRED	PRED|NP_724925.1	False	True
11638	3	PRED|WP_000825639.1	PRED	PRED|WP_000825639.1;PRED|WP_002919103.1;PRED|WP_000825645.1	False	True
11639	4	PRED|WP_001295585.1	PRED	PRED|WP_001295585.1;PRED|WP_001359759.1;PRED|WP_002901915.1;PRED|WP_001097607.1	False	True
1164	1	PRED|XP_011659702.1	PRED	PRED|XP_011659702.1	False	True
11640	2	PRED|XP_024308640.1	PRED	PRED|XP_024308640.1;PRED|XP_047300130.1	False	True
11641	1	PRED|XP_009043756.1	PRED	PRED|XP_009043756.1	False	True
11642	1	PRED|XP_009047050.1	PRED	PRED|XP_009047050.1	False	True
11643	1	PRED|XP_009048178.1	PRED	PRED|XP_009048178.1	False	True
11644	1	PRED|XP_009052530.1	PRED	PRED|XP_009052530.1	False	True
11645	1	PRED|XP_009059290.1	PRED	PRED|XP_009059290.1	False	True
11646	1	PRED|XP_009059672.1	PRED	PRED|XP_009059672.1	False	True
11647	2	PRED|XP_009062134.1	PRED	PRED|XP_009062134.1;PRED|XP_009053598.1	False	True
11648	1	PRED|XP_009062855.1	PRED	PRED|XP_009062855.1	False	True
11649	1	PRED|XP_009063608.1	PRED	PRED|XP_009063608.1	False	True
1165	1	PRED|XP_001635140.2	PRED	PRED|XP_001635140.2	False	True
11650	1	PRED|XP_009064762.1	PRED	PRED|XP_009064762.1	False	True
11651	2	PRED|XP_028946376.1	PRED	PRED|XP_028946376.1;PRED|XP_014619881.1	False	True
11652	1	PRED|WP_353544681.1	PRED	PRED|WP_353544681.1	False	True
11653	1	PRED|XP_002177649.1	PRED	PRED|XP_002177649.1	False	True
11654	1	PRED|XP_073389239.1	PRED	PRED|XP_073389239.1	False	True
11655	1	PRED|WP_003087901.1	PRED	PRED|WP_003087901.1	False	True
11656	1	PRED|WP_031629662.1	PRED	PRED|WP_031629662.1	False	True
11657	2	PRED|XP_063123960.1	PRED	PRED|XP_063123960.1;PRED|XP_036008357.1	False	True
11658	1	PRED|WP_004187336.1	PRED	PRED|WP_004187336.1	False	True
11659	1	PRED|XP_006344316.1	PRED	PRED|XP_006344316.1	False	True
1166	1	PRED|XP_017972773.1	PRED	PRED|XP_017972773.1	False	True
11660	1	PRED|WP_002988211.1	PRED	PRED|WP_002988211.1	False	True
11661	1	PRED|WP_009992138.1	PRED	PRED|WP_009992138.1	False	True
11662	1	PRED|XP_029702235.1	PRED	PRED|XP_029702235.1	False	True
11663	1	PRED|XP_001007022.2	PRED	PRED|XP_001007022.2	False	True
11664	1	PRED|XP_001030055.1	PRED	PRED|XP_001030055.1	False	True
11665	1	PRED|XP_012652877.1	PRED	PRED|XP_012652877.1	False	True
11666	1	PRED|XP_012653058.1	PRED	PRED|XP_012653058.1	False	True
11667	1	PRED|XP_012653781.1	PRED	PRED|XP_012653781.1	False	True
11668	1	PRED|XP_012654049.1	PRED	PRED|XP_012654049.1	False	True
11669	1	PRED|XP_012654230.1	PRED	PRED|XP_012654230.1	False	True
1167	1	PRED|XP_059590482.1	PRED	PRED|XP_059590482.1	False	True
11670	1	PRED|XP_002364672.1	PRED	PRED|XP_002364672.1	False	True
11671	1	PRED|XP_001219031.1	PRED	PRED|XP_001219031.1	False	True
11672	1	PRED|XP_845154.1	PRED	PRED|XP_845154.1	False	True
11673	1	PRED|WP_000141836.1	PRED	PRED|WP_000141836.1	False	True
11674	1	PRED|WP_000965050.1	PRED	PRED|WP_000965050.1	False	True
11675	1	PRED|NP_001350500.1	PRED	PRED|NP_001350500.1	False	True
11676	1	PRED|NP_001351397.1	PRED	PRED|NP_001351397.1	False	True
11677	5	DATABASE|Training_Seq683	DATABASE	DATABASE|Training_Seq683;DATABASE|sp|P86720|LANLB_BACLD_Lantibiotic_lichenicidin_A2_OS=Bacillus_licheniformis_(strain_ATCC_14580_/_DSM_13_/_JCM_2505_/_CCUG_7422_/_NBRC_12200_/_NCIMB_9375_/_NCTC_10341_/_NRRL_NRS-1264_/_Gibson_46)_OX=279010_GN=lanA2_PE=1_SV=1;DATABASE|Training_Seq2921;DATABASE|CAMPSQ3918_LantibioticlichenicidinVK21A2;DATABASE|CAMPSQ2581_LantibioticlichenicidinA2	True	False
11678	10	DATABASE|Training_Seq861	DATABASE;PRED	DATABASE|Training_Seq861;DATABASE|sp|Q8WTQ1|D104A_HUMAN_Beta-defensin_104_OS=Homo_sapiens_OX=9606_GN=DEFB104A_PE=1_SV=2;DATABASE|sp|A4H202|D104A_GORGO_Beta-defensin_104A_OS=Gorilla_gorilla_gorilla_OX=9595_GN=DEFB104A_PE=3_SV=1;DATABASE|sp|A4H203|D104A_PONPY_Beta-defensin_104A_OS=Pongo_pygmaeus_OX=9600_GN=DEFB104A_PE=3_SV=1;DATABASE|sp|A4H204|D104A_HYLLA_Beta-defensin_104A_OS=Hylobates_lar_OX=9580_GN=DEFB104A_PE=3_SV=1;PRED|NP_001035792.1;PRED|NP_525128.2;DATABASE|AP00675;DATABASE|CAMPSQ2843_Humanbetadefensin4;DATABASE|CAMPSQ11862_HBD4	True	True
11679	1	DATABASE|Training_Seq1100	DATABASE	DATABASE|Training_Seq1100	True	False
1168	6	PRED|XP_012824663.2	PRED	PRED|XP_012824663.2;PRED|XP_031746794.1;PRED|XP_002937442.3;PRED|XP_004917386.2;PRED|XP_031746795.1;PRED|XP_002937443.2	False	True
11680	2	DATABASE|Training_Seq1919	DATABASE	DATABASE|Training_Seq1919;DATABASE|AP00767	True	False
11681	3	DATABASE|Training_Seq2015	DATABASE	DATABASE|Training_Seq2015;DATABASE|AP00940;DATABASE|AP00969	True	False
11682	2	DATABASE|Training_Seq2314	DATABASE	DATABASE|Training_Seq2314;DATABASE|AP01384	True	False
11683	1	DATABASE|Training_Seq2378	DATABASE	DATABASE|Training_Seq2378	True	False
11684	1	DATABASE|Training_Seq2382	DATABASE	DATABASE|Training_Seq2382	True	False
11685	5	DATABASE|Training_Seq2612	DATABASE	DATABASE|Training_Seq2612;DATABASE|Training_Seq2614;DATABASE|Training_Seq65;DATABASE|AP01860;DATABASE|DBAASPR_2824_OGTI	True	False
11686	4	DATABASE|Training_Seq2644	DATABASE	DATABASE|Training_Seq2644;DATABASE|AP02266;DATABASE|AP02268;DATABASE|AP02415	True	False
11687	3	DATABASE|Training_Seq2645	DATABASE	DATABASE|Training_Seq2645;DATABASE|Training_Seq1442;DATABASE|AP02267	True	False
11688	1	DATABASE|Training_Seq2940	DATABASE	DATABASE|Training_Seq2940	True	False
11689	2	DATABASE|Training_Seq3075	DATABASE	DATABASE|Training_Seq3075;DATABASE|AP03075	True	False
1169	1	DATABASE|sp|P19385|LYS_BPCP7_Lysozyme_OS=Streptococcus_phage_Cp-7_OX=10748_GN=CPL7_PE=1_SV=2	DATABASE	DATABASE|sp|P19385|LYS_BPCP7_Lysozyme_OS=Streptococcus_phage_Cp-7_OX=10748_GN=CPL7_PE=1_SV=2	True	False
11690	2	DATABASE|Training_Seq3299	DATABASE	DATABASE|Training_Seq3299;DATABASE|AP03504	True	False
11691	1	DATABASE|sp|P35326|SPR2A_HUMAN_Small_proline-rich_protein_2A_OS=Homo_sapiens_OX=9606_GN=SPRR2A_PE=1_SV=1	DATABASE	DATABASE|sp|P35326|SPR2A_HUMAN_Small_proline-rich_protein_2A_OS=Homo_sapiens_OX=9606_GN=SPRR2A_PE=1_SV=1	True	False
11692	1	DATABASE|sp|P69019|AUR25_RANAE_Aurein-2.5_OS=Ranoidea_aurea_OX=8371_PE=1_SV=2	DATABASE	DATABASE|sp|P69019|AUR25_RANAE_Aurein-2.5_OS=Ranoidea_aurea_OX=8371_PE=1_SV=2	True	False
11693	1	DATABASE|sp|Q7Y3F3|PLYCB_BPSC1_Endolysin_PlyC_small_cell-wall_binding_subunit_OS=Streptococcus_phage_C1_OX=2907838_GN=orf9dod_PE=1_SV=1	DATABASE	DATABASE|sp|Q7Y3F3|PLYCB_BPSC1_Endolysin_PlyC_small_cell-wall_binding_subunit_OS=Streptococcus_phage_C1_OX=2907838_GN=orf9dod_PE=1_SV=1	True	False
11694	1	DATABASE|sp|P0C8P8|THCL_STRAJ_Thiostrepton_OS=Streptomyces_azureus_OX=146537_GN=tpdA_PE=1_SV=2	DATABASE	DATABASE|sp|P0C8P8|THCL_STRAJ_Thiostrepton_OS=Streptomyces_azureus_OX=146537_GN=tpdA_PE=1_SV=2	True	False
11695	1	DATABASE|sp|P82389|AUR22_RANAE_Aurein-2.2_OS=Ranoidea_aurea_OX=8371_PE=1_SV=2	DATABASE	DATABASE|sp|P82389|AUR22_RANAE_Aurein-2.2_OS=Ranoidea_aurea_OX=8371_PE=1_SV=2	True	False
11696	2	DATABASE|sp|P82390|AUR23_RANAE_Aurein-2.3_OS=Ranoidea_aurea_OX=8371_PE=1_SV=2	DATABASE	DATABASE|sp|P82390|AUR23_RANAE_Aurein-2.3_OS=Ranoidea_aurea_OX=8371_PE=1_SV=2;DATABASE|sp|P69021|AUR31_RANAE_Aurein-3.1_OS=Ranoidea_aurea_OX=8371_PE=1_SV=2	True	False
11697	4	DATABASE|sp|P0DQL7|LAN2E_RUMFL_Lantibiotic_Flvbeta.e_OS=Ruminococcus_flavefaciens_OX=1265_GN=FlvA2.e_PE=3_SV=1	DATABASE	DATABASE|sp|P0DQL7|LAN2E_RUMFL_Lantibiotic_Flvbeta.e_OS=Ruminococcus_flavefaciens_OX=1265_GN=FlvA2.e_PE=3_SV=1;DATABASE|sp|P0DQL9|LAN2G_RUMFL_Lantibiotic_Flvbeta.g_OS=Ruminococcus_flavefaciens_OX=1265_GN=FlvA2.g_PE=3_SV=1;DATABASE|sp|P0DQL5|LAN2C_RUMFL_Lantibiotic_Flvbeta.c_OS=Ruminococcus_flavefaciens_OX=1265_GN=FlvA2.c_PE=3_SV=1;DATABASE|sp|P0DQL4|LAN2B_RUMFL_Lantibiotic_Flvbeta.b_OS=Ruminococcus_flavefaciens_OX=1265_GN=FlvA2.b_PE=3_SV=1	True	False
11698	2	DATABASE|sp|P0DY04|NDBH_TITST_Hypotensin_OS=Tityus_stigmurus_OX=50344_PE=1_SV=1	DATABASE	DATABASE|sp|P0DY04|NDBH_TITST_Hypotensin_OS=Tityus_stigmurus_OX=50344_PE=1_SV=1;DATABASE|CAMPSQ10914_TistH	True	False
11699	2	DATABASE|sp|Q2L6T6|DF286_ARATH_Defensin-like_protein_286_OS=Arabidopsis_thaliana_OX=3702_GN=At1g13607_PE=3_SV=1	DATABASE;PRED	DATABASE|sp|Q2L6T6|DF286_ARATH_Defensin-like_protein_286_OS=Arabidopsis_thaliana_OX=3702_GN=At1g13607_PE=3_SV=1;PRED|NP_001031039.1	True	True
117	1	PRED|XP_002122361.1	PRED	PRED|XP_002122361.1	False	True
1170	1	DATABASE|sp|P26836|LYS_CLOPE_Probable_autolytic_lysozyme_OS=Clostridium_perfringens_(strain_13_/_Type_A)_OX=195102_GN=lyc_PE=3_SV=2	DATABASE	DATABASE|sp|P26836|LYS_CLOPE_Probable_autolytic_lysozyme_OS=Clostridium_perfringens_(strain_13_/_Type_A)_OX=195102_GN=lyc_PE=3_SV=2	True	False
11700	2	PRED|XP_016846738.1	PRED	PRED|XP_016846738.1;PRED|XP_003961530.1	False	True
11701	2	PRED|XP_016766964.1	PRED	PRED|XP_016766964.1;PRED|XP_026295290.1	False	True
11702	1	PRED|NP_001077998.1	PRED	PRED|NP_001077998.1	False	True
11703	1	PRED|NP_001119379.1	PRED	PRED|NP_001119379.1	False	True
11704	1	PRED|NP_001189945.1	PRED	PRED|NP_001189945.1	False	True
11705	1	PRED|NP_001320837.1	PRED	PRED|NP_001320837.1	False	True
11706	1	PRED|NP_190081.1	PRED	PRED|NP_190081.1	False	True
11707	1	PRED|XP_050468544.1	PRED	PRED|XP_050468544.1	False	True
11708	1	PRED|WP_003221221.1	PRED	PRED|WP_003221221.1	False	True
11709	1	PRED|WP_005790940.1	PRED	PRED|WP_005790940.1	False	True
1171	1	PRED|NP_609439.1	PRED	PRED|NP_609439.1	False	True
11710	1	PRED|XP_024551848.1	PRED	PRED|XP_024551848.1	False	True
11711	1	PRED|NP_001022639.1	PRED	PRED|NP_001022639.1	False	True
11712	1	PRED|NP_001254019.1	PRED	PRED|NP_001254019.1	False	True
11713	1	PRED|NP_001255600.1	PRED	PRED|NP_001255600.1	False	True
11714	1	PRED|NP_001256284.1	PRED	PRED|NP_001256284.1	False	True
11715	2	PRED|NP_495199.1	PRED	PRED|NP_495199.1;PRED|NP_506500.1	False	True
11716	3	PRED|NP_496695.1	PRED	PRED|NP_496695.1;PRED|NP_496694.1;PRED|NP_496696.1	False	True
11717	1	PRED|NP_498304.1	PRED	PRED|NP_498304.1	False	True
11718	1	PRED|NP_500535.1	PRED	PRED|NP_500535.1	False	True
11719	1	PRED|NP_503418.1	PRED	PRED|NP_503418.1	False	True
1172	1	PRED|XP_003614300.1	PRED	PRED|XP_003614300.1	False	True
11720	1	PRED|NP_504111.1	PRED	PRED|NP_504111.1	False	True
11721	1	PRED|NP_506719.2	PRED	PRED|NP_506719.2	False	True
11722	1	PRED|NP_509728.1	PRED	PRED|NP_509728.1	False	True
11723	1	PRED|NP_872150.1	PRED	PRED|NP_872150.1	False	True
11724	2	PRED|XP_042921420.1	PRED	PRED|XP_042921420.1;PRED|XP_042921421.1	False	True
11725	1	PRED|WP_070112973.1	PRED	PRED|WP_070112973.1	False	True
11726	1	PRED|XP_001832198.2	PRED	PRED|XP_001832198.2	False	True
11727	1	PRED|XP_002911361.1	PRED	PRED|XP_002911361.1	False	True
11728	2	PRED|XP_004142978.1	PRED	PRED|XP_004142978.1;PRED|XP_073394255.1	False	True
11729	1	PRED|XP_629390.1	PRED	PRED|XP_629390.1	False	True
1173	1	PRED|XP_015623312.1	PRED	PRED|XP_015623312.1	False	True
11730	1	PRED|XP_635986.1	PRED	PRED|XP_635986.1	False	True
11731	1	PRED|XP_636318.1	PRED	PRED|XP_636318.1	False	True
11732	1	PRED|XP_636879.1	PRED	PRED|XP_636879.1	False	True
11733	1	PRED|XP_637241.1	PRED	PRED|XP_637241.1	False	True
11734	1	PRED|XP_637348.1	PRED	PRED|XP_637348.1	False	True
11735	1	PRED|XP_638056.1	PRED	PRED|XP_638056.1	False	True
11736	1	PRED|XP_643033.1	PRED	PRED|XP_643033.1	False	True
11737	1	PRED|XP_643512.1	PRED	PRED|XP_643512.1	False	True
11738	1	PRED|XP_644265.1	PRED	PRED|XP_644265.1	False	True
11739	1	PRED|XP_646674.1	PRED	PRED|XP_646674.1	False	True
1174	1	PRED|XP_052307917.1	PRED	PRED|XP_052307917.1	False	True
11740	1	PRED|NP_001015402.3	PRED	PRED|NP_001015402.3	False	True
11741	1	PRED|NP_001246794.1	PRED	PRED|NP_001246794.1	False	True
11742	1	PRED|NP_001260989.1	PRED	PRED|NP_001260989.1	False	True
11743	1	PRED|NP_652388.1	PRED	PRED|NP_652388.1	False	True
11744	1	PRED|NP_652530.1	PRED	PRED|NP_652530.1	False	True
11745	1	PRED|WP_000498253.1	PRED	PRED|WP_000498253.1	False	True
11746	1	PRED|WP_004044470.1	PRED	PRED|WP_004044470.1	False	True
11747	1	PRED|WP_004061374.1	PRED	PRED|WP_004061374.1	False	True
11748	1	PRED|WP_004064201.1	PRED	PRED|WP_004064201.1	False	True
11749	1	PRED|WP_000744170.1	PRED	PRED|WP_000744170.1	False	True
1175	1	DATABASE|sp|Q38653|ENLYS_BPA51_Endolysin_OS=Listeria_phage_A511_OX=40523_GN=PLY511_PE=2_SV=1	DATABASE	DATABASE|sp|Q38653|ENLYS_BPA51_Endolysin_OS=Listeria_phage_A511_OX=40523_GN=PLY511_PE=2_SV=1	True	False
11750	1	PRED|NP_001127903.1	PRED	PRED|NP_001127903.1	False	True
11751	1	PRED|WP_002901783.1	PRED	PRED|WP_002901783.1	False	True
11752	1	PRED|WP_152875710.1	PRED	PRED|WP_152875710.1	False	True
11753	1	PRED|XP_064424215.1	PRED	PRED|XP_064424215.1	False	True
11754	1	PRED|XP_009045599.1	PRED	PRED|XP_009045599.1	False	True
11755	1	PRED|XP_009054324.1	PRED	PRED|XP_009054324.1	False	True
11756	1	PRED|XP_009058392.1	PRED	PRED|XP_009058392.1	False	True
11757	1	PRED|WP_064496494.1	PRED	PRED|WP_064496494.1	False	True
11758	1	PRED|WP_015411699.1	PRED	PRED|WP_015411699.1	False	True
11759	3	PRED|WP_048131895.1	PRED	PRED|WP_048131895.1;PRED|WP_011032156.1;PRED|WP_048040456.1	False	True
1176	1	PRED|NP_001334230.1	PRED	PRED|NP_001334230.1	False	True
11760	1	PRED|NP_001300651.1	PRED	PRED|NP_001300651.1	False	True
11761	1	PRED|WP_025461996.1	PRED	PRED|WP_025461996.1	False	True
11762	3	PRED|XP_025880444.1	PRED	PRED|XP_025880444.1;PRED|XP_025880445.1;PRED|XP_024312118.1	False	True
11763	1	PRED|XP_073386801.1	PRED	PRED|XP_073386801.1	False	True
11764	3	PRED|XP_073387012.1	PRED	PRED|XP_073387012.1;PRED|XP_073387013.1;PRED|XP_073387015.1	False	True
11765	1	PRED|XP_001347554.1	PRED	PRED|XP_001347554.1	False	True
11766	1	PRED|WP_003089862.1	PRED	PRED|WP_003089862.1	False	True
11767	1	PRED|WP_003107380.1	PRED	PRED|WP_003107380.1	False	True
11768	1	PRED|WP_003112066.1	PRED	PRED|WP_003112066.1	False	True
11769	2	PRED|WP_019725828.1	PRED	PRED|WP_019725828.1;PRED|WP_029528755.1	False	True
1177	21	PRED|XP_009296334.2	DATABASE;PRED	PRED|XP_009296334.2;PRED|XP_073799289.1;PRED|XP_006252103.1;PRED|XP_011241266.1;PRED|XP_017168842.1;PRED|XP_038949066.1;PRED|NP_064664.1;DATABASE|sp|P28293|CATG_MOUSE_Cathepsin_G_OS=Mus_musculus_OX=10090_GN=Ctsg_PE=1_SV=2;PRED|NP_031826.1;PRED|NP_034246.1;PRED|NP_034770.1;PRED|NP_034775.1;PRED|XP_003201079.2;PRED|XP_021329151.1;PRED|XP_021329155.1;PRED|XP_073793889.1;PRED|XP_552323.3;PRED|NP_001096623.1;PRED|NP_001398766.1;PRED|NP_035775.1;PRED|NP_444473.1	True	True
11770	1	PRED|WP_031641469.1	PRED	PRED|WP_031641469.1	False	True
11771	1	PRED|WP_011011852.1	PRED	PRED|WP_011011852.1	False	True
11772	1	PRED|WP_000481166.1	PRED	PRED|WP_000481166.1	False	True
11773	1	PRED|WP_004187411.1	PRED	PRED|WP_004187411.1	False	True
11774	1	PRED|WP_025711796.1	PRED	PRED|WP_025711796.1	False	True
11775	1	PRED|NP_001417985.1	PRED	PRED|NP_001417985.1	False	True
11776	1	PRED|NP_594575.2	PRED	PRED|NP_594575.2	False	True
11777	1	PRED|NP_595676.1	PRED	PRED|NP_595676.1	False	True
11778	1	PRED|WP_000498253.1	PRED	PRED|WP_000498253.1	False	True
11779	1	PRED|WP_001305068.1	PRED	PRED|WP_001305068.1	False	True
1178	1	PRED|XP_003605950.2	PRED	PRED|XP_003605950.2	False	True
11780	1	PRED|WP_001244298.1	PRED	PRED|WP_001244298.1	False	True
11781	1	PRED|WP_005407794.1	PRED	PRED|WP_005407794.1	False	True
11782	1	PRED|WP_001207345.1	PRED	PRED|WP_001207345.1	False	True
11783	1	PRED|XP_030839660.1	PRED	PRED|XP_030839660.1	False	True
11784	1	PRED|XP_029681736.1	PRED	PRED|XP_029681736.1	False	True
11785	1	PRED|XP_001012465.2	PRED	PRED|XP_001012465.2	False	True
11786	1	PRED|XP_001016303.1	PRED	PRED|XP_001016303.1	False	True
11787	1	PRED|XP_001023756.2	PRED	PRED|XP_001023756.2	False	True
11788	1	PRED|XP_012651207.1	PRED	PRED|XP_012651207.1	False	True
11789	1	PRED|XP_012653764.1	PRED	PRED|XP_012653764.1	False	True
1179	1	PRED|XP_048578524.1	PRED	PRED|XP_048578524.1	False	True
11790	1	PRED|XP_012654316.1	PRED	PRED|XP_012654316.1	False	True
11791	1	PRED|XP_012656056.1	PRED	PRED|XP_012656056.1	False	True
11792	1	PRED|XP_002286492.1	PRED	PRED|XP_002286492.1	False	True
11793	21	PRED|XP_017969982.1	PRED	PRED|XP_636206.1;PRED|XP_017969982.1;PRED|XP_003563425.1;PRED|XP_010231578.1;PRED|XP_001702883.1;PRED|XP_004144193.1;PRED|XP_002312629.1;PRED|XP_006378285.1;PRED|XP_006379932.1;PRED|XP_024461850.1;PRED|XP_024461851.1;PRED|XP_024461852.1;PRED|XP_024465199.1;PRED|XP_024465200.1;PRED|XP_024465201.1;PRED|XP_024465202.1;PRED|XP_024465203.1;PRED|XP_024465204.1;PRED|XP_017969983.1;PRED|XP_014626390.1;PRED|XP_021303185.1	False	True
11794	1	PRED|XP_001219177.1	PRED	PRED|XP_001219177.1	False	True
11795	1	PRED|NP_001151250.1	PRED	PRED|NP_001151250.1	False	True
11796	1	PRED|NP_001350770.1	PRED	PRED|NP_001350770.1	False	True
11797	1	PRED|NP_001351561.1	PRED	PRED|NP_001351561.1	False	True
11798	1	PRED|NP_001352004.1	PRED	PRED|NP_001352004.1	False	True
11799	1	PRED|XP_035822464.1	PRED	PRED|XP_035822464.1	False	True
118	1	PRED|XP_062528771.1	PRED	PRED|XP_062528771.1	False	True
1180	1	PRED|XP_063126108.1	PRED	PRED|XP_063126108.1	False	True
11800	7	DATABASE|AP02535	DATABASE	DATABASE|AP02535;DATABASE|AP00693;DATABASE|CAMPSQ2848_rtCATH_1;DATABASE|Training_Seq2787;DATABASE|AP02536;DATABASE|AP02537;DATABASE|AP02538	True	False
11801	1	DATABASE|AP03153	DATABASE	DATABASE|AP03153	True	False
11802	10	DATABASE|Training_Seq209	DATABASE	DATABASE|Training_Seq209;DATABASE|Training_Seq1676;DATABASE|sp|P36190|CTXA1_CERCA_Ceratotoxin-A_OS=Ceratitis_capitata_OX=7213_GN=CTXA1_PE=1_SV=2;DATABASE|Training_Seq1675;DATABASE|Training_Seq1673;DATABASE|Training_Seq1674;DATABASE|AP00417;DATABASE|CAMPSQ19185_Ceratotoxin-A;DATABASE|AP00414;DATABASE|AP00415	True	False
11803	2	DATABASE|Training_Seq413	DATABASE	DATABASE|Training_Seq413;DATABASE|CAMPSQ23613_Omega-conotoxinMVIIAZiconotide	True	False
11804	6	DATABASE|Training_Seq458	DATABASE	DATABASE|Training_Seq458;DATABASE|sp|C0HK08|CZS10_CRUCA_Cruzioseptin-10_OS=Cruziohyla_calcarifer_OX=318249_PE=1_SV=1;DATABASE|CAMPSQ12717_Cruzioseptin-16;DATABASE|CAMPSQ12718_Cruzioseptin-17;DATABASE|AP03263;DATABASE|AP03264	True	False
11805	3	DATABASE|Training_Seq498	DATABASE	DATABASE|Training_Seq498;DATABASE|Training_Seq551;DATABASE|DBAASPR_19382_Mt_NCR520	True	False
11806	3	DATABASE|Training_Seq859	DATABASE	DATABASE|Training_Seq859;DATABASE|CAMPSQ11212_Paralithocin2;DATABASE|AP02960	True	False
11807	6	DATABASE|Training_Seq1297	DATABASE	DATABASE|Training_Seq1297;DATABASE|AP00883;DATABASE|AP01441;DATABASE|AP01962;DATABASE|CAMPSQ2609_Brevinin-1V;DATABASE|CAMPSQ14342_B1OS	True	False
